"","LNCAP_Hypoxia_S1","LNCAP_Hypoxia_S2","LNCAP_Normoxia_S1","LNCAP_Normoxia_S2","PC3_Hypoxia_S1","PC3_Hypoxia_S2","PC3_Normoxia_S1","PC3_Normoxia_S2"
"ENSG00000000003",331.584430047636,330.623275610897,201.414382946556,166.570003339015,1335.54827692284,1184.85710930369,1050.72097877234,1087.56738201807
"ENSG00000000419",1095.21678467721,1101.43962439405,1185.43615031216,1075.6915478788,2489.49225556722,2473.21077333572,2229.79707711062,1972.40593175471
"ENSG00000000457",304.13538782515,290.431734147344,237.636043094983,227.06121507792,110.980404503503,92.7900145840243,86.5650806374941,92.9640501622036
"ENSG00000000460",150.969732223675,167.464756098139,208.000139337179,152.981397803464,491.844974504163,553.171240789375,564.165525534013,490.581373145123
"ENSG00000000938",1.09796168889946,0.956941463417938,1.09762606510385,0.438342114050039,0,0,0,1.12004879713498
"ENSG00000000971",0,0,0.548813032551924,0,3.78342288080125,3.56884671477016,0,2.24009759426997
"ENSG00000001036",97.7185903120517,109.569797561354,183.303552872343,198.130635550618,1035.39672837928,999.277080135646,856.695798033131,819.875719502808
"ENSG00000001084",699.401595828954,836.845309758987,502.16392478501,412.479929321087,1013.95733205474,895.780525407311,925.350861987005,1011.40406381289
"ENSG00000001167",3195.06851469742,3043.55232440075,2533.32095825968,2218.44943920725,2914.49675917723,2594.55156163791,2044.72690471322,2077.69051868539
"ENSG00000001460",157.008521512622,138.756512195601,237.087230062431,224.43116239362,403.565107285467,424.69275905765,388.050361478422,437.939079679779
"ENSG00000001461",907.465335875402,949.764402442303,1201.90054128871,1198.86568192686,1008.91276821367,920.762452410702,967.140900915451,967.722160724626
"ENSG00000001497",1268.14575067887,1175.12411707723,1552.59206908939,1585.48342651899,537.246049073778,538.895853930295,686.550639538746,682.109717455205
"ENSG00000001561",741.124140007134,738.758809758648,681.625786429489,589.131801283253,2148.98419629511,1998.55416027129,1531.30642644946,1708.07441563085
"ENSG00000001617",676.893381206516,571.772524392218,415.451465641806,432.205324453339,340.508059272113,331.902744473625,474.615442115916,451.379665245398
"ENSG00000001626",3.29388506669837,0.956941463417938,5.48813032551924,6.57513171075059,8.82798672186959,3.56884671477016,2.98500278060324,4.48019518853993
"ENSG00000001629",1353.23778156858,1364.59852683398,1366.54445105429,1201.49573461116,1634.43868450614,1470.36484648531,1379.0712846387,1407.90133799867
"ENSG00000001630",67.5246438673166,79.4261414636888,94.3958415989309,83.7233437835575,127.375236986976,103.496554728335,122.385114004733,113.124928510633
"ENSG00000001631",358.484491425673,371.29328780616,400.084700730352,327.003217081329,320.329803907839,321.196204329315,286.560266937911,327.054248763415
